,Unnamed: 0,date,currency,code,bid,ask
7587,7587.0,2018-08-24,b'korona czeska',CZK,0.1644,0.1678
7588,7588.0,2018-08-24,b'korona du\xc5\x84ska',DKK,0.5681,0.5795
7589,7589.0,2018-08-24,b'korona norweska',NOK,0.4371,0.4459
7590,7590.0,2018-08-24,b'korona szwedzka',SEK,0.3997,0.4077
7591,7591.0,2018-08-24,b'SDR (MFW)',XDR,5.112,5.2152
7592,7592.0,2018-08-27,b'dolar ameryka\xc5\x84ski',USD,3.6306,3.7039999999999997
7593,7593.0,2018-08-27,b'dolar australijski',AUD,2.6624,2.7162
7594,7594.0,2018-08-27,b'dolar kanadyjski',CAD,2.7898,2.8462
7595,7595.0,2018-08-27,b'euro',EUR,4.2293,4.3147
7596,7596.0,2018-08-27,b'forint (W\xc4\x99gry)',HUF,0.013064,0.013328
7597,7597.0,2018-08-27,b'frank szwajcarski',CHF,3.6975,3.7721
7598,7598.0,2018-08-27,b'funt szterling',GBP,4.6756,4.77
7599,7599.0,2018-08-27,b'jen (Japonia)',JPY,0.032694,0.033354
7600,7600.0,2018-08-27,b'korona czeska',CZK,0.1644,0.1678
7601,7601.0,2018-08-27,b'korona du\xc5\x84ska',DKK,0.5671,0.5785
7602,7602.0,2018-08-27,b'korona norweska',NOK,0.4357,0.4445
7603,7603.0,2018-08-27,b'korona szwedzka',SEK,0.39799999999999996,0.406
7604,7604.0,2018-08-27,b'SDR (MFW)',XDR,5.0958,5.1988
7605,7605.0,2018-08-28,b'dolar ameryka\xc5\x84ski',USD,3.6016,3.6744
7606,7606.0,2018-08-28,b'dolar australijski',AUD,2.6503,2.7039
